date,temperature,humidity,luminosity
2019-12-11 15:15:11.198,21.3,36.6,288
2019-12-11 15:15:08.920,21.3,36.6,286
2019-12-11 15:15:06.643,21.3,36.6,286
2019-12-11 15:15:04.370,21.3,36.5,288
2019-12-11 15:15:02.093,21.3,36.6,288
2019-12-11 15:14:59.816,21.3,36.5,288
2019-12-11 15:14:57.542,21.3,36.5,288
2019-12-11 15:14:55.265,21.3,36.6,288
2019-12-11 15:14:52.987,21.3,36.6,291
2019-12-11 15:14:50.714,21.3,36.6,288
2019-12-11 15:14:48.437,21.3,36.6,286
2019-12-11 15:14:46.160,21.3,36.6,288
2019-12-11 15:14:43.886,21.3,36.6,288
2019-12-11 15:14:41.609,21.3,36.6,288
2019-12-11 15:14:39.332,21.3,36.6,288
2019-12-11 15:14:37.059,21.3,36.6,288
2019-12-11 15:14:34.781,21.3,36.6,288
2019-12-11 15:14:32.505,21.3,36.6,288
2019-12-11 15:14:30.230,21.3,36.6,286
2019-12-11 15:14:27.954,21.3,36.6,288
2019-12-11 15:14:25.676,21.3,36.6,288
2019-12-11 15:14:23.403,21.3,36.6,288
2019-12-11 15:14:21.125,21.3,36.6,288
2019-12-11 15:14:18.848,21.3,36.6,288
2019-12-11 15:14:16.575,21.3,36.7,288
2019-12-11 15:14:14.297,21.3,36.7,288
2019-12-11 15:14:12.022,21.3,36.7,291
2019-12-11 15:14:09.743,21.3,36.7,288
2019-12-11 15:14:07.469,21.3,36.7,288
2019-12-11 15:14:05.192,21.3,36.7,288
2019-12-11 15:14:02.914,21.3,36.6,288
2019-12-11 15:14:00.642,21.3,36.6,288
2019-12-11 15:13:58.364,21.3,36.7,288
2019-12-11 15:13:56.087,21.3,36.7,288
2019-12-11 15:13:53.814,21.2,36.6,291
2019-12-11 15:13:51.536,21.3,36.7,291
2019-12-11 15:13:49.259,21.3,36.7,291
2019-12-11 15:13:46.986,21.3,36.7,288
2019-12-11 15:13:44.710,21.3,36.7,288
2019-12-11 15:13:42.432,21.3,36.7,288
2019-12-11 15:13:40.155,21.3,36.7,291
2019-12-11 15:13:37.880,21.3,36.7,288
2019-12-11 15:13:35.604,21.3,36.7,288
2019-12-11 15:13:33.326,21.3,36.7,288
2019-12-11 15:13:31.053,21.3,36.7,288
2019-12-11 15:13:28.775,21.2,36.6,288
2019-12-11 15:13:26.499,21.3,36.7,293
2019-12-11 15:13:24.225,21.2,36.6,291
2019-12-11 15:13:21.948,21.3,36.7,300
2019-12-11 15:13:19.671,21.3,36.7,300
2019-12-11 15:13:17.397,21.3,36.7,300
2019-12-11 15:13:15.120,21.3,36.7,300
2019-12-11 15:13:12.843,21.2,36.6,300
2019-12-11 15:13:10.569,21.3,36.7,286
2019-12-11 15:13:08.292,21.3,36.7,286
2019-12-11 15:13:06.015,21.3,36.7,286
2019-12-11 15:13:03.737,21.2,36.7,286
2019-12-11 15:13:01.464,21.2,36.7,288
2019-12-11 15:12:59.187,21.2,36.7,291
2019-12-11 15:12:56.909,21.2,36.7,288
2019-12-11 15:12:54.638,21.2,36.7,288
2019-12-11 15:12:52.360,21.2,36.7,288
2019-12-11 15:12:50.081,21.2,36.7,286
2019-12-11 15:12:47.809,21.2,36.7,288
2019-12-11 15:12:45.531,21.3,36.7,288
2019-12-11 15:12:43.254,21.2,36.7,288
2019-12-11 15:12:40.980,21.3,36.7,288
2019-12-11 15:12:38.703,21.2,36.6,288
